crop_file,camera_ref,observed_at_utc,pipeline_read,pipeline_confidence,corrections_applied,true_plate,notes
REPLAY-01_14813_0ADA811.jpg,REPLAY-01,2026-08-26T01:33:55.732879+00:00,0ADA811,0.6078,0,,
REPLAY-01_15414_KA23AA441.jpg,REPLAY-01,2026-08-26T01:33:56.333431+00:00,KA23AA441,0.5883,1,,
REPLAY-01_15614_KA25AB144.jpg,REPLAY-01,2026-08-26T01:33:56.533615+00:00,KA25AB144,0.9016,0,,
REPLAY-01_15814_KA25SB512.jpg,REPLAY-01,2026-08-26T01:33:56.733799+00:00,KA25SB512,0.7036,2,,
REPLAY-01_16014_KA25SB542.jpg,REPLAY-01,2026-08-26T01:33:56.933983+00:00,KA25SB542,0.7854,1,,
REPLAY-01_18817_4121A1111.jpg,REPLAY-01,2026-08-26T01:33:59.736559+00:00,4121A1111,0.6093,0,,
REPLAY-01_19017_442511166.jpg,REPLAY-01,2026-08-26T01:33:59.936743+00:00,442511166,0.5968,0,,
REPLAY-01_19217_44236B116.jpg,REPLAY-01,2026-08-26T01:34:00.136927+00:00,44236B116,0.6452,0,,
REPLAY-01_19417_442E61116.jpg,REPLAY-01,2026-08-26T01:34:00.337111+00:00,442E61116,0.7137,0,,
REPLAY-01_19618_442E61116.jpg,REPLAY-01,2026-08-26T01:34:00.537295+00:00,442E61116,0.6308,0,,
REPLAY-01_19818_KA25AI116.jpg,REPLAY-01,2026-08-26T01:34:00.737479+00:00,KA25AI116,0.7814,2,,
REPLAY-01_20018_KA25SA116.jpg,REPLAY-01,2026-08-26T01:34:00.937663+00:00,KA25SA116,0.8012,2,,
REPLAY-01_20218_KL26GI116.jpg,REPLAY-01,2026-08-26T01:34:01.137847+00:00,KL26GI116,0.7410,2,,
REPLAY-01_26824_KA25AB551.jpg,REPLAY-01,2026-08-26T01:34:07.743919+00:00,KA25AB551,0.6113,1,,
REPLAY-02_14813_0ADA811.jpg,REPLAY-02,2026-08-26T03:13:55.732879+00:00,0ADA811,0.6078,0,,
REPLAY-02_15414_KA23AA441.jpg,REPLAY-02,2026-08-26T03:13:56.333431+00:00,KA23AA441,0.5883,1,,
REPLAY-02_15614_KA25AB144.jpg,REPLAY-02,2026-08-26T03:13:56.533615+00:00,KA25AB144,0.9016,0,,
REPLAY-02_15814_KA25SB512.jpg,REPLAY-02,2026-08-26T03:13:56.733799+00:00,KA25SB512,0.7036,2,,
REPLAY-02_16014_KA25SB542.jpg,REPLAY-02,2026-08-26T03:13:56.933983+00:00,KA25SB542,0.7854,1,,
REPLAY-02_18817_4121A1111.jpg,REPLAY-02,2026-08-26T03:13:59.736559+00:00,4121A1111,0.6093,0,,
REPLAY-02_19017_442511166.jpg,REPLAY-02,2026-08-26T03:13:59.936743+00:00,442511166,0.5968,0,,
REPLAY-02_19217_44236B116.jpg,REPLAY-02,2026-08-26T03:14:00.136927+00:00,44236B116,0.6452,0,,
REPLAY-02_19417_442E61116.jpg,REPLAY-02,2026-08-26T03:14:00.337111+00:00,442E61116,0.7137,0,,
REPLAY-02_19618_442E61116.jpg,REPLAY-02,2026-08-26T03:14:00.537295+00:00,442E61116,0.6308,0,,
REPLAY-02_19818_KA25AI116.jpg,REPLAY-02,2026-08-26T03:14:00.737479+00:00,KA25AI116,0.7814,2,,
REPLAY-02_20018_KA25SA116.jpg,REPLAY-02,2026-08-26T03:14:00.937663+00:00,KA25SA116,0.8012,2,,
REPLAY-02_20218_KL26GI116.jpg,REPLAY-02,2026-08-26T03:14:01.137847+00:00,KL26GI116,0.7410,2,,
REPLAY-02_26824_KA25AB551.jpg,REPLAY-02,2026-08-26T03:14:07.743919+00:00,KA25AB551,0.6113,1,,
REPLAY-03_14813_0ADA811.jpg,REPLAY-03,2026-08-26T06:33:55.732879+00:00,0ADA811,0.6078,0,,
REPLAY-03_15414_KA23AA441.jpg,REPLAY-03,2026-08-26T06:33:56.333431+00:00,KA23AA441,0.5883,1,,
REPLAY-03_15614_KA25AB144.jpg,REPLAY-03,2026-08-26T06:33:56.533615+00:00,KA25AB144,0.9016,0,,
REPLAY-03_15814_KA25SB512.jpg,REPLAY-03,2026-08-26T06:33:56.733799+00:00,KA25SB512,0.7036,2,,
REPLAY-03_16014_KA25SB542.jpg,REPLAY-03,2026-08-26T06:33:56.933983+00:00,KA25SB542,0.7854,1,,
REPLAY-03_18817_4121A1111.jpg,REPLAY-03,2026-08-26T06:33:59.736559+00:00,4121A1111,0.6093,0,,
REPLAY-03_19017_442511166.jpg,REPLAY-03,2026-08-26T06:33:59.936743+00:00,442511166,0.5968,0,,
REPLAY-03_19217_44236B116.jpg,REPLAY-03,2026-08-26T06:34:00.136927+00:00,44236B116,0.6452,0,,
REPLAY-03_19417_442E61116.jpg,REPLAY-03,2026-08-26T06:34:00.337111+00:00,442E61116,0.7137,0,,
REPLAY-03_19618_442E61116.jpg,REPLAY-03,2026-08-26T06:34:00.537295+00:00,442E61116,0.6308,0,,
REPLAY-03_19818_KA25AI116.jpg,REPLAY-03,2026-08-26T06:34:00.737479+00:00,KA25AI116,0.7814,2,,
REPLAY-03_20018_KA25SA116.jpg,REPLAY-03,2026-08-26T06:34:00.937663+00:00,KA25SA116,0.8012,2,,
REPLAY-03_20218_KL26GI116.jpg,REPLAY-03,2026-08-26T06:34:01.137847+00:00,KL26GI116,0.7410,2,,
REPLAY-03_26824_KA25AB551.jpg,REPLAY-03,2026-08-26T06:34:07.743919+00:00,KA25AB551,0.6113,1,,
REPLAY-04_14813_0ADA811.jpg,REPLAY-04,2026-08-26T07:13:55.732879+00:00,0ADA811,0.6078,0,,
REPLAY-04_15414_KA23AA441.jpg,REPLAY-04,2026-08-26T07:13:56.333431+00:00,KA23AA441,0.5883,1,,
REPLAY-04_15614_KA25AB144.jpg,REPLAY-04,2026-08-26T07:13:56.533615+00:00,KA25AB144,0.9016,0,,
REPLAY-04_15814_KA25SB512.jpg,REPLAY-04,2026-08-26T07:13:56.733799+00:00,KA25SB512,0.7036,2,,
REPLAY-04_16014_KA25SB542.jpg,REPLAY-04,2026-08-26T07:13:56.933983+00:00,KA25SB542,0.7854,1,,
REPLAY-04_18817_4121A1111.jpg,REPLAY-04,2026-08-26T07:13:59.736559+00:00,4121A1111,0.6093,0,,
REPLAY-04_19017_442511166.jpg,REPLAY-04,2026-08-26T07:13:59.936743+00:00,442511166,0.5968,0,,
REPLAY-04_19217_44236B116.jpg,REPLAY-04,2026-08-26T07:14:00.136927+00:00,44236B116,0.6452,0,,
REPLAY-04_19417_442E61116.jpg,REPLAY-04,2026-08-26T07:14:00.337111+00:00,442E61116,0.7137,0,,
REPLAY-04_19618_442E61116.jpg,REPLAY-04,2026-08-26T07:14:00.537295+00:00,442E61116,0.6308,0,,
REPLAY-04_19818_KA25AI116.jpg,REPLAY-04,2026-08-26T07:14:00.737479+00:00,KA25AI116,0.7814,2,,
REPLAY-04_20018_KA25SA116.jpg,REPLAY-04,2026-08-26T07:14:00.937663+00:00,KA25SA116,0.8012,2,,
REPLAY-04_20218_KL26GI116.jpg,REPLAY-04,2026-08-26T07:14:01.137847+00:00,KL26GI116,0.7410,2,,
REPLAY-04_26824_KA25AB551.jpg,REPLAY-04,2026-08-26T07:14:07.743919+00:00,KA25AB551,0.6113,1,,
